order_no,customer_id,order_date,status,channel,payment_method,total_amount_krw 
1003243,201157,2025-04-25,주문접수,매장,카드,85074310
1003244,200092,2025-05-31,배송완료,온라인,계좌이체,90368790
1003245,201268,2024-03-08,반품,온라인,카드,67091590
1003246,200884,2025-03-16,배송완료,전화,현금,22407600
1003247,200962,2025-11-08,취소,영업사원,여신,52350800
1003248,200627,2023-08-25,배송완료,전화,계좌이체,471800
1003249,200003,2025-02-14,반품,온라인,여신,123014695
1003250,201251,2025-03-05,배송완료,매장,계좌이체,51782400
1003251,200084,2024-06-27,배송완료,온라인,여신,42650800
1003252,201373,2025-04-30,배송완료,영업사원,계좌이체,23057640
1003253,200343,2023-11-10,반품,온라인,계좌이체,38481300
1003254,200206,2024-05-01,주문접수,매장,현금,91415940
1003255,201085,2023-05-28,결제완료,전화,현금,156640900
1003256,200584,2023-08-20,결제완료,매장,계좌이체,123756960
1003257,201196,2024-01-05,배송중,영업사원,카드,33706570
1003258,200082,2024-02-02,배송완료,온라인,여신,9925740
1003259,200308,2025-02-14,배송중,온라인,카드,909755
1003260,201270,2024-04-04,주문접수,매장,카드,134085310
1003261,200556,2023-09-22,결제완료,온라인,현금,30457800
1003262,200328,2025-09-06,배송완료,영업사원,현금,66551490
1003263,201780,2025-04-21,배송완료,전화,카드,45146685
1003264,201433,2024-05-23,반품,매장,현금,109236720
1003265,200522,2024-06-23,배송완료,영업사원,현금,37509175
1003266,201678,2025-03-02,배송완료,온라인,현금,82501435
1003267,200450,2023-12-28,주문접수,전화,현금,28694400
1003268,200774,2023-05-05,결제완료,온라인,여신,19827600
1003269,200234,2025-07-14,취소,매장,현금,30305600
1003270,200459,2025-11-27,결제완료,전화,현금,20760080
1003271,201189,2024-01-18,배송완료,매장,카드,13494750
1003272,201434,2024-06-20,결제완료,매장,여신,67606025
1003273,201483,2023-05-27,배송완료,영업사원,카드,31662400
1003274,200310,2023-10-24,결제완료,매장,카드,11544780
1003275,200034,2025-12-30,배송완료,전화,계좌이체,185035020
1003276,200186,2023-05-21,결제완료,매장,여신,82890880
1003277,201905,2025-08-02,배송완료,영업사원,여신,7810000
1003278,201033,2023-02-16,결제완료,영업사원,여신,14066480
1003279,200577,2023-11-19,결제완료,온라인,계좌이체,62475570
1003280,201875,2025-12-08,배송완료,전화,카드,57563225
1003281,201629,2025-01-04,배송완료,매장,현금,50134600
1003282,201470,2025-11-02,반품,온라인,카드,41646170
1003283,201827,2025-12-07,배송중,전화,여신,125312880
1003284,201430,2023-01-23,배송중,영업사원,여신,122944920
1003285,201100,2024-04-05,배송완료,온라인,여신,15823840
1003286,200310,2023-08-22,반품,온라인,여신,103938500
1003287,200589,2023-08-24,결제완료,전화,현금,1971660
1003288,200699,2023-08-26,배송중,온라인,여신,90215540
1003289,201338,2024-07-10,결제완료,온라인,여신,110124670
1003290,201464,2024-08-30,주문접수,매장,계좌이체,46170505
1003291,201487,2024-07-13,반품,온라인,여신,53696000
1003292,201522,2025-02-02,취소,매장,현금,22375280
1003293,200730,2023-09-10,배송완료,영업사원,카드,68080460
1003294,201029,2025-11-16,배송완료,영업사원,현금,33255755
1003295,201903,2024-12-28,배송완료,매장,현금,99990400
1003296,200998,2025-06-04,취소,전화,계좌이체,128816810
1003297,200697,2024-03-19,배송완료,온라인,카드,88152900
1003298,201327,2025-09-29,배송완료,온라인,카드,55724810
1003299,201660,2024-12-25,반품,온라인,카드,32370880
1003300,201117,2025-05-29,배송완료,영업사원,현금,19913800
1003301,201999,2023-05-02,결제완료,매장,현금,77835310
1003302,200074,2024-04-27,주문접수,매장,계좌이체,102802120
1003303,200866,2025-04-14,주문접수,전화,계좌이체,5135400
1003304,201785,2023-07-09,배송완료,매장,여신,90894785
1003305,200176,2023-02-06,배송완료,전화,여신,75199760
1003306,201182,2025-07-11,배송완료,영업사원,계좌이체,87129980
1003307,201979,2025-09-03,배송완료,영업사원,카드,7814000
1003308,200781,2025-04-09,주문접수,온라인,카드,38330000
1003309,201862,2023-09-15,배송중,온라인,카드,20638000
1003310,200184,2023-10-06,배송중,영업사원,현금,86581000
1003311,200201,2024-09-13,배송완료,영업사원,계좌이체,32527220
1003312,201568,2025-07-22,결제완료,매장,현금,28048000
1003313,200720,2024-06-22,배송완료,영업사원,여신,40068500
1003314,200073,2023-04-26,배송중,매장,현금,67192680
1003315,201137,2023-07-21,배송완료,영업사원,현금,54410900
1003316,200891,2023-01-16,배송중,영업사원,현금,63458955
1003317,200755,2025-05-27,취소,온라인,카드,26382400
1003318,200168,2024-11-02,배송완료,온라인,카드,74004855
1003319,200303,2023-08-12,배송완료,매장,카드,62679000
1003320,201061,2023-10-09,배송완료,전화,여신,55299600
1003321,200933,2025-11-14,배송완료,전화,여신,74717040
1003322,200204,2024-03-10,배송완료,전화,여신,38799900
1003323,201053,2025-01-06,배송완료,전화,카드,65540400
1003324,200645,2024-07-07,배송완료,매장,카드,22435140
1003325,201108,2025-11-15,배송완료,온라인,여신,50986985
1003326,201186,2024-01-29,배송완료,영업사원,계좌이체,92804920
1003327,201174,2024-11-26,배송완료,영업사원,현금,70985720
1003328,200490,2025-09-15,배송완료,매장,현금,50573970
1003329,200112,2024-12-28,배송완료,매장,현금,40203200
1003330,200043,2024-05-07,배송중,전화,현금,68005360
1003331,201541,2025-11-30,배송완료,온라인,여신,22121845
1003332,200842,2025-06-14,취소,전화,현금,89072900
1003333,201010,2025-07-09,반품,매장,카드,64417960
1003334,201472,2023-04-06,배송중,영업사원,여신,233000
1003335,200392,2023-02-23,취소,온라인,여신,89583325
1003336,201766,2025-02-28,반품,매장,여신,126537600
1003337,200288,2024-08-23,배송중,전화,현금,34130700
1003338,200409,2024-04-16,배송완료,매장,현금,137510640
1003339,201478,2025-11-25,배송완료,온라인,카드,23706140
1003340,200419,2024-01-09,주문접수,매장,여신,2686800
1003341,201345,2025-03-27,배송완료,전화,현금,6084720
1003342,201413,2025-01-15,배송완료,온라인,여신,4039540
1003343,201738,2025-02-10,취소,영업사원,계좌이체,8906820
1003344,200606,2024-09-18,배송완료,영업사원,현금,57036100
1003345,201266,2023-07-31,배송완료,매장,현금,69787555
1003346,200308,2025-10-03,배송완료,온라인,현금,44094725
1003347,201590,2024-04-17,배송완료,전화,카드,46980195
1003348,201265,2023-05-04,배송완료,전화,계좌이체,3193500
1003349,200046,2023-05-28,주문접수,영업사원,현금,58326760
1003350,200611,2023-08-16,배송완료,온라인,현금,26820925
1003351,201762,2025-08-26,배송중,온라인,계좌이체,91714725
1003352,200787,2024-04-27,결제완료,전화,카드,50816000
1003353,201210,2025-08-11,배송완료,온라인,계좌이체,30579065
1003354,201751,2025-11-18,배송완료,전화,여신,55585480
1003355,201285,2024-04-18,배송완료,영업사원,현금,59784150
1003356,201163,2023-09-06,배송완료,매장,계좌이체,3102900
1003357,201474,2023-06-01,반품,매장,계좌이체,115421400
1003358,200304,2024-04-30,취소,전화,계좌이체,18167560
1003359,200354,2024-10-22,결제완료,매장,계좌이체,26133520
1003360,200570,2025-08-20,배송완료,전화,현금,48733140
1003361,201394,2024-07-14,반품,영업사원,현금,12843280
1003362,201430,2024-06-21,주문접수,전화,카드,104101740
1003363,201620,2025-06-17,배송완료,매장,현금,45858105
1003364,200678,2024-02-15,반품,전화,계좌이체,45255900
1003365,201061,2023-01-28,배송중,영업사원,현금,86624860
1003366,201513,2023-06-13,배송완료,영업사원,카드,33254400
1003367,200683,2025-07-05,취소,영업사원,여신,123301350
1003368,201664,2025-12-31,배송완료,온라인,카드,140852300
1003369,201782,2024-11-21,반품,전화,카드,29638250
1003370,200217,2023-07-06,배송완료,영업사원,여신,65508030
1003371,200928,2025-02-05,배송완료,전화,현금,23879700
1003372,200050,2023-10-15,배송완료,매장,여신,33252420
1003373,201204,2024-12-05,배송완료,온라인,여신,17290000
1003374,201121,2024-08-21,배송완료,영업사원,계좌이체,31916115
1003375,200091,2024-02-20,배송완료,매장,여신,99456205
1003376,200296,2023-11-25,배송완료,영업사원,계좌이체,84089385
1003377,200900,2023-10-06,주문접수,전화,현금,32664515
1003378,201804,2023-01-31,배송완료,매장,카드,73651320
1003379,201471,2025-03-31,배송중,전화,여신,64250760
1003380,201000,2023-11-02,배송중,영업사원,계좌이체,74097900
1003381,200926,2025-12-07,결제완료,매장,카드,26305785
1003382,200342,2025-12-22,취소,전화,계좌이체,98565280
1003383,201830,2024-09-06,결제완료,온라인,카드,40895000
1003384,201834,2024-03-15,반품,영업사원,카드,96308010
1003385,201625,2025-11-20,배송완료,매장,카드,65507245
1003386,201910,2024-11-07,결제완료,영업사원,현금,27700050
1003387,201136,2023-07-18,배송중,매장,계좌이체,111759350
1003388,201620,2025-03-27,반품,영업사원,현금,46084280
1003389,200285,2025-03-03,배송완료,온라인,카드,86214860
1003390,200322,2024-07-07,결제완료,온라인,여신,20259000
1003391,200109,2025-07-23,배송완료,매장,여신,34202945
1003392,201503,2024-01-06,배송완료,매장,현금,127482020
1003393,200527,2024-03-15,배송완료,영업사원,현금,77150365
1003394,200304,2025-03-17,결제완료,영업사원,카드,61200480
1003395,200890,2023-04-08,배송완료,온라인,여신,61383670
1003396,201393,2025-09-03,배송완료,전화,카드,8682300
1003397,200950,2023-06-08,주문접수,전화,계좌이체,98801850
1003398,200947,2023-08-23,주문접수,영업사원,현금,42587600
1003399,201363,2023-10-01,배송완료,온라인,현금,45823500
1003400,201742,2025-10-23,취소,매장,여신,81745300
1003401,200163,2025-10-22,배송완료,매장,계좌이체,3295930
1003402,200725,2025-10-08,배송완료,영업사원,여신,177047510
1003403,201916,2025-06-22,주문접수,매장,카드,79556375
1003404,200867,2024-06-07,결제완료,매장,카드,15918375
1003405,200628,2025-03-28,배송완료,매장,현금,16593840
1003406,201935,2023-03-29,주문접수,온라인,현금,103372100
1003407,200820,2023-04-28,배송완료,영업사원,현금,14263680
1003408,200419,2025-07-25,배송중,매장,현금,27222250
1003409,200187,2023-02-04,배송완료,매장,여신,51066420
1003410,200564,2023-03-18,배송완료,매장,카드,72678410
1003411,200297,2023-07-18,배송완료,영업사원,현금,123926250
1003412,200661,2024-03-19,배송완료,온라인,여신,39450600
1003413,201572,2023-01-01,배송완료,영업사원,계좌이체,126986405
1003414,201686,2023-05-25,배송중,영업사원,계좌이체,28030050
1003415,200777,2023-08-25,배송완료,전화,현금,42246800
1003416,200086,2024-02-23,배송완료,매장,현금,67366900
1003417,201451,2025-02-19,배송완료,온라인,여신,25680800
1003418,200005,2023-06-07,주문접수,전화,현금,68361240
1003419,201913,2025-07-14,배송완료,매장,여신,94519500
1003420,201861,2024-07-17,배송완료,전화,현금,55608290
1003421,200535,2025-11-11,결제완료,온라인,여신,72952070
1003422,201663,2024-02-26,배송완료,매장,카드,86106320
1003423,201870,2024-03-13,결제완료,영업사원,카드,79130410
1003424,200242,2023-06-12,배송완료,매장,여신,74587140
1003425,200349,2025-11-14,주문접수,전화,여신,42593160
1003426,200029,2024-08-24,배송완료,영업사원,계좌이체,146083700
1003427,201266,2023-11-14,배송완료,매장,계좌이체,42739270
1003428,201210,2024-04-01,배송중,전화,여신,129778290
1003429,201890,2025-10-25,결제완료,영업사원,여신,34315140
1003430,200739,2024-01-10,배송완료,영업사원,카드,81148525
1003431,201160,2024-12-12,배송중,온라인,계좌이체,15333000
1003432,200818,2024-09-01,배송완료,영업사원,카드,41281360
1003433,201140,2023-12-29,반품,온라인,여신,2059505
1003434,201330,2023-10-21,배송완료,온라인,계좌이체,108980490
1003435,201897,2025-02-02,배송완료,전화,여신,62150400
1003436,201905,2025-02-05,반품,영업사원,카드,51326700
1003437,200621,2025-07-28,배송완료,온라인,여신,77486400
1003438,201610,2025-11-09,배송완료,영업사원,현금,18027600
1003439,200170,2025-06-04,배송중,매장,계좌이체,106524520
1003440,201681,2025-01-13,배송중,영업사원,카드,126214780
1003441,200373,2025-01-17,배송중,영업사원,계좌이체,80829845
1003442,201721,2023-08-15,배송완료,매장,계좌이체,97684015
1003443,200423,2023-04-15,배송완료,전화,현금,893970
1003444,201793,2025-09-03,주문접수,영업사원,계좌이체,13519440
1003445,200145,2024-12-13,결제완료,영업사원,여신,13047210
1003446,200499,2025-11-23,배송완료,영업사원,카드,25549810
1003447,201395,2025-07-23,배송완료,영업사원,여신,148385600
1003448,201503,2023-09-10,배송완료,매장,여신,116544880
1003449,200058,2024-04-27,배송완료,영업사원,카드,130014815
1003450,200875,2024-07-01,반품,영업사원,카드,34784150
1003451,200199,2024-10-27,주문접수,매장,카드,55588485
1003452,200233,2025-01-11,배송중,매장,현금,2119230
1003453,200391,2023-08-16,배송완료,전화,카드,53509200
1003454,201704,2025-05-15,배송완료,온라인,여신,86637605
1003455,201562,2023-01-21,배송완료,매장,계좌이체,42827090
